facet_id,facet_name,facet_category,facet_group,facet_tier,facet_priority,facet_type,facet_description,evaluation_prompt,score_definition,confidence_threshold,embedding_id,retrieval_tags,severity_weight,retrieval_keywords,semantic_group,domain_classification
F-0240,Actionability Of Advice,Helpfulness & Task Performance,Task Completion,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding actionability of advice in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's actionability of advice. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.83,emb_f_0240,"helpfulness_task performance,tag_actionability_of_advice",0.96,"actionability, of, advice, helpfulness & task performance",sem_group_helpfulness_task performance,domain_helpfulness_task performance
F-0241,Error Recovery Guidance,Helpfulness & Task Performance,Task Completion,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding error recovery guidance in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's error recovery guidance. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.84,emb_f_0241,"helpfulness_task performance,tag_error_recovery_guidance",0.61,"error, recovery, guidance, helpfulness & task performance",sem_group_helpfulness_task performance,domain_helpfulness_task performance
F-0242,Structured Data Delivery,Helpfulness & Task Performance,Task Completion,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding structured data delivery in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's structured data delivery. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.86,emb_f_0242,"helpfulness_task performance,tag_structured_data_delivery",0.66,"structured, data, delivery, helpfulness & task performance",sem_group_helpfulness_task performance,domain_helpfulness_task performance
F-0243,Concise Summary,Helpfulness & Task Performance,Task Completion,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding concise summary in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's concise summary. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.87,emb_f_0243,"helpfulness_task performance,tag_concise_summary",0.71,"concise, summary, helpfulness & task performance",sem_group_helpfulness_task performance,domain_helpfulness_task performance
F-0244,Comprehensive Coverage,Helpfulness & Task Performance,Task Completion,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding comprehensive coverage in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's comprehensive coverage. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.88,emb_f_0244,"helpfulness_task performance,tag_comprehensive_coverage",0.76,"comprehensive, coverage, helpfulness & task performance",sem_group_helpfulness_task performance,domain_helpfulness_task performance
F-0245,Objective Synthesis,Helpfulness & Task Performance,Task Completion,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding objective synthesis in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's objective synthesis. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.9,emb_f_0245,"helpfulness_task performance,tag_objective_synthesis",0.82,"objective, synthesis, helpfulness & task performance",sem_group_helpfulness_task performance,domain_helpfulness_task performance
F-0246,Definition Clarity,Helpfulness & Task Performance,Task Completion,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding definition clarity in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's definition clarity. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.71,emb_f_0246,"helpfulness_task performance,tag_definition_clarity",0.87,"definition, clarity, helpfulness & task performance",sem_group_helpfulness_task performance,domain_helpfulness_task performance
F-0247,Step Wise Troubleshooting,Helpfulness & Task Performance,Task Completion,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding step wise troubleshooting in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's step wise troubleshooting. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.72,emb_f_0247,"helpfulness_task performance,tag_step_wise_troubleshooting",0.92,"step, wise, troubleshooting, helpfulness & task performance",sem_group_helpfulness_task performance,domain_helpfulness_task performance
F-0248,User Goal Achievement,Helpfulness & Task Performance,Task Completion,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding user goal achievement in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's user goal achievement. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.74,emb_f_0248,"helpfulness_task performance,tag_user_goal_achievement",0.97,"user, goal, achievement, helpfulness & task performance",sem_group_helpfulness_task performance,domain_helpfulness_task performance
F-0249,Alternative Solutions Provision,Helpfulness & Task Performance,Task Completion,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding alternative solutions provision in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's alternative solutions provision. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.75,emb_f_0249,"helpfulness_task performance,tag_alternative_solutions_provision",0.62,"alternative, solutions, provision, helpfulness & task performance",sem_group_helpfulness_task performance,domain_helpfulness_task performance
F-0250,Parameter Extraction,Helpfulness & Task Performance,Task Completion,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding parameter extraction in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's parameter extraction. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.77,emb_f_0250,"helpfulness_task performance,tag_parameter_extraction",0.67,"parameter, extraction, helpfulness & task performance",sem_group_helpfulness_task performance,domain_helpfulness_task performance
F-0251,Intent Disambiguation,Helpfulness & Task Performance,Task Completion,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding intent disambiguation in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's intent disambiguation. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.78,emb_f_0251,"helpfulness_task performance,tag_intent_disambiguation",0.72,"intent, disambiguation, helpfulness & task performance",sem_group_helpfulness_task performance,domain_helpfulness_task performance
F-0252,Directness Of Answer,Helpfulness & Task Performance,Task Completion,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding directness of answer in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's directness of answer. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.79,emb_f_0252,"helpfulness_task performance,tag_directness_of_answer",0.78,"directness, of, answer, helpfulness & task performance",sem_group_helpfulness_task performance,domain_helpfulness_task performance
F-0253,Redundancy Elimination,Helpfulness & Task Performance,Task Completion,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding redundancy elimination in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's redundancy elimination. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.81,emb_f_0253,"helpfulness_task performance,tag_redundancy_elimination",0.83,"redundancy, elimination, helpfulness & task performance",sem_group_helpfulness_task performance,domain_helpfulness_task performance
